Date,Open,High,Low,Close*,Adj Close**,Volume
2018-07-05,"2,724.19","2,737.83","2,716.02","2,736.61","2,736.61","2,953,420,000"
2018-07-06,"2,737.68","2,764.41","2,733.52","2,759.82","2,759.82","2,554,780,000"
2018-07-09,"2,775.62","2,784.65","2,770.73","2,784.17","2,784.17","3,050,040,000"
2018-07-10,"2,788.56","2,795.58","2,786.24","2,793.84","2,793.84","3,063,850,000"
2018-07-11,"2,779.82","2,785.91","2,770.77","2,774.02","2,774.02","2,964,740,000"
2018-07-12,"2,783.14","2,799.22","2,781.53","2,798.29","2,798.29","2,821,690,000"
2018-07-13,"2,796.93","2,804.53","2,791.69","2,801.31","2,801.31","2,614,000,000"
2018-07-16,"2,797.36","2,801.19","2,793.39","2,798.43","2,798.43","2,812,230,000"
2018-07-17,"2,789.34","2,814.19","2,789.24","2,809.55","2,809.55","3,050,730,000"
2018-07-18,"2,811.35","2,816.76","2,805.89","2,815.62","2,815.62","3,089,780,000"
2018-07-19,"2,809.37","2,812.05","2,799.77","2,804.49","2,804.49","3,266,700,000"
2018-07-20,"2,804.55","2,809.70","2,800.01","2,801.83","2,801.83","3,230,210,000"
2018-07-23,"2,799.17","2,808.61","2,795.14","2,806.98","2,806.98","2,907,430,000"
2018-07-24,"2,820.68","2,829.99","2,811.12","2,820.40","2,820.40","3,417,530,000"
2018-07-25,"2,817.73","2,848.03","2,817.73","2,846.07","2,846.07","3,553,010,000"
2018-07-26,"2,835.49","2,845.57","2,835.26","2,837.44","2,837.44","3,653,330,000"
2018-07-27,"2,842.35","2,843.17","2,808.34","2,818.82","2,818.82","3,415,710,000"
2018-07-30,"2,819.00","2,821.74","2,798.11","2,802.60","2,802.60","3,245,770,000"
2018-07-31,"2,809.73","2,824.46","2,808.06","2,816.29","2,816.29","3,892,100,000"
2018-08-01,"2,821.17","2,825.83","2,805.85","2,813.36","2,813.36","3,496,990,000"
2018-08-02,"2,800.48","2,829.91","2,796.34","2,827.22","2,827.22","3,467,380,000"
2018-08-03,"2,829.62","2,840.38","2,827.37","2,840.35","2,840.35","3,030,390,000"
2018-08-06,"2,840.29","2,853.29","2,835.98","2,850.40","2,850.40","2,874,540,000"
2018-08-07,"2,855.92","2,863.43","2,855.92","2,858.45","2,858.45","3,162,770,000"
2018-08-08,"2,856.79","2,862.44","2,853.09","2,857.70","2,857.70","2,972,200,000"
2018-08-09,"2,857.19","2,862.48","2,851.98","2,853.58","2,853.58","3,047,050,000"
2018-08-10,"2,838.90","2,842.20","2,825.81","2,833.28","2,833.28","3,256,040,000"
2018-08-13,"2,835.46","2,843.40","2,819.88","2,821.93","2,821.93","3,158,450,000"
2018-08-14,"2,827.88","2,843.11","2,826.58","2,839.96","2,839.96","2,976,970,000"
2018-08-15,"2,827.95","2,827.95","2,802.49","2,818.37","2,818.37","3,645,070,000"
2018-08-16,"2,831.44","2,850.49","2,831.44","2,840.69","2,840.69","3,219,880,000"
2018-08-17,"2,838.32","2,855.63","2,833.73","2,850.13","2,850.13","3,024,100,000"
2018-08-20,"2,853.93","2,859.76","2,850.62","2,857.05","2,857.05","2,748,020,000"
2018-08-21,"2,861.51","2,873.23","2,861.32","2,862.96","2,862.96","3,147,140,000"
2018-08-22,"2,860.99","2,867.54","2,856.05","2,861.82","2,861.82","2,689,560,000"
2018-08-23,"2,860.29","2,868.78","2,854.03","2,856.98","2,856.98","2,713,910,000"
2018-08-24,"2,862.35","2,876.16","2,862.35","2,874.69","2,874.69","2,596,190,000"
2018-08-27,"2,884.69","2,898.25","2,884.69","2,896.74","2,896.74","2,854,080,000"
2018-08-28,"2,901.45","2,903.77","2,893.50","2,897.52","2,897.52","2,683,190,000"
2018-08-29,"2,900.62","2,916.50","2,898.40","2,914.04","2,914.04","2,791,860,000"
2018-08-30,"2,908.94","2,912.46","2,895.22","2,901.13","2,901.13","2,802,180,000"
2018-08-31,"2,898.37","2,906.32","2,891.73","2,901.52","2,901.52","2,880,260,000"
2018-09-04,"2,896.96","2,900.18","2,885.13","2,896.72","2,896.72","3,077,060,000"
2018-09-05,"2,891.59","2,894.21","2,876.92","2,888.60","2,888.60","3,241,250,000"
2018-09-06,"2,888.64","2,892.05","2,867.29","2,878.05","2,878.05","3,139,590,000"
2018-09-07,"2,868.26","2,883.81","2,864.12","2,871.68","2,871.68","2,946,270,000"
2018-09-10,"2,881.39","2,886.93","2,875.94","2,877.13","2,877.13","2,731,400,000"
2018-09-11,"2,871.57","2,892.52","2,866.78","2,887.89","2,887.89","2,899,660,000"
2018-09-12,"2,888.29","2,894.65","2,879.20","2,888.92","2,888.92","3,264,930,000"
2018-09-13,"2,896.85","2,906.76","2,896.39","2,904.18","2,904.18","3,254,930,000"
2018-09-14,"2,906.38","2,908.30","2,895.77","2,904.98","2,904.98","3,149,800,000"
2018-09-17,"2,903.83","2,904.65","2,886.16","2,888.80","2,888.80","2,947,760,000"
2018-09-18,"2,890.74","2,911.17","2,890.43","2,904.31","2,904.31","3,074,610,000"
2018-09-19,"2,906.60","2,912.36","2,903.82","2,907.95","2,907.95","3,280,020,000"
2018-09-20,"2,919.73","2,934.80","2,919.73","2,930.75","2,930.75","3,337,730,000"
2018-09-21,"2,936.76","2,940.91","2,927.11","2,929.67","2,929.67","5,607,610,000"
2018-09-24,"2,921.83","2,923.79","2,912.63","2,919.37","2,919.37","3,372,210,000"
2018-09-25,"2,921.75","2,923.95","2,913.70","2,915.56","2,915.56","3,285,480,000"
2018-09-26,"2,916.98","2,931.15","2,903.28","2,905.97","2,905.97","3,388,620,000"
2018-09-27,"2,911.65","2,927.22","2,909.27","2,914.00","2,914.00","3,060,850,000"
2018-09-28,"2,910.03","2,920.53","2,907.50","2,913.98","2,913.98","3,432,300,000"
2018-10-01,"2,926.29","2,937.06","2,917.91","2,924.59","2,924.59","3,364,190,000"
2018-10-02,"2,923.80","2,931.42","2,919.37","2,923.43","2,923.43","3,401,880,000"
2018-10-03,"2,931.69","2,939.86","2,921.36","2,925.51","2,925.51","3,598,710,000"
2018-10-04,"2,919.35","2,919.78","2,883.92","2,901.61","2,901.61","3,496,860,000"
2018-10-05,"2,902.54","2,909.64","2,869.29","2,885.57","2,885.57","3,328,980,000"
2018-10-08,"2,877.53","2,889.45","2,862.08","2,884.43","2,884.43","3,330,320,000"
2018-10-09,"2,882.51","2,894.83","2,874.27","2,880.34","2,880.34","3,520,500,000"
2018-10-10,"2,873.90","2,874.02","2,784.86","2,785.68","2,785.68","4,501,250,000"
2018-10-11,"2,776.87","2,795.14","2,710.51","2,728.37","2,728.37","4,890,630,000"
2018-10-12,"2,770.54","2,775.77","2,729.44","2,767.13","2,767.13","3,966,040,000"
2018-10-15,"2,763.83","2,775.99","2,749.03","2,750.79","2,750.79","3,300,140,000"
2018-10-16,"2,767.05","2,813.46","2,766.91","2,809.92","2,809.92","3,428,340,000"
2018-10-17,"2,811.67","2,816.94","2,781.81","2,809.21","2,809.21","3,321,710,000"
2018-10-18,"2,802.00","2,806.04","2,755.18","2,768.78","2,768.78","3,616,440,000"
2018-10-19,"2,775.66","2,797.77","2,760.27","2,767.78","2,767.78","3,566,490,000"
2018-10-22,"2,773.94","2,778.94","2,749.22","2,755.88","2,755.88","3,307,140,000"
2018-10-23,"2,721.03","2,753.59","2,691.43","2,740.69","2,740.69","4,348,580,000"
2018-10-24,"2,737.87","2,742.59","2,651.89","2,656.10","2,656.10","4,709,310,000"
2018-10-25,"2,674.88","2,722.70","2,667.84","2,705.57","2,705.57","4,634,770,000"
2018-10-26,"2,667.86","2,692.38","2,628.16","2,658.69","2,658.69","4,803,150,000"
2018-10-29,"2,682.65","2,706.85","2,603.54","2,641.25","2,641.25","4,673,700,000"
2018-10-30,"2,640.68","2,685.43","2,635.34","2,682.63","2,682.63","5,106,380,000"
2018-10-31,"2,705.60","2,736.69","2,705.60","2,711.74","2,711.74","5,112,420,000"
2018-11-01,"2,717.58","2,741.67","2,708.85","2,740.37","2,740.37","4,708,420,000"
2018-11-02,"2,745.45","2,756.55","2,700.44","2,723.06","2,723.06","4,237,930,000"
2018-11-05,"2,726.37","2,744.27","2,717.94","2,738.31","2,738.31","3,623,320,000"
2018-11-06,"2,738.40","2,756.82","2,737.08","2,755.45","2,755.45","3,510,860,000"
2018-11-07,"2,774.13","2,815.15","2,774.13","2,813.89","2,813.89","3,914,750,000"
2018-11-08,"2,806.38","2,814.75","2,794.99","2,806.83","2,806.83","3,630,490,000"
2018-11-09,"2,794.10","2,794.10","2,764.24","2,781.01","2,781.01","4,019,090,000"
2018-11-12,"2,773.93","2,775.99","2,722.00","2,726.22","2,726.22","3,670,930,000"
2018-11-13,"2,730.05","2,754.60","2,714.98","2,722.18","2,722.18","4,091,440,000"
2018-11-14,"2,737.90","2,746.80","2,685.75","2,701.58","2,701.58","4,402,370,000"
2018-11-15,"2,693.52","2,735.38","2,670.75","2,730.20","2,730.20","4,179,140,000"
2018-11-16,"2,718.54","2,746.75","2,712.16","2,736.27","2,736.27","3,975,180,000"
2018-11-19,"2,730.74","2,733.16","2,681.09","2,690.73","2,690.73","3,772,900,000"
2018-11-20,"2,654.60","2,669.44","2,631.52","2,641.89","2,641.89","4,357,900,000"
2018-11-21,"2,657.74","2,670.73","2,649.82","2,649.93","2,649.93","3,233,550,000"
2018-11-23,"2,633.36","2,647.55","2,631.09","2,632.56","2,632.56","1,651,650,000"
2018-11-26,"2,649.97","2,674.35","2,649.97","2,673.45","2,673.45","3,443,950,000"
2018-11-27,"2,663.75","2,682.53","2,655.89","2,682.17","2,682.17","3,485,220,000"
2018-11-28,"2,691.45","2,744.00","2,684.38","2,743.79","2,743.79","3,951,670,000"
2018-11-29,"2,736.97","2,753.75","2,722.94","2,737.80","2,737.80","3,560,770,000"
2018-11-30,"2,737.76","2,760.88","2,732.76","2,760.17","2,760.17","4,658,580,000"
2018-12-03,"2,790.50","2,800.18","2,773.38","2,790.37","2,790.37","4,186,060,000"
2018-12-04,"2,782.43","2,785.93","2,697.18","2,700.06","2,700.06","4,499,840,000"
2018-12-06,"2,663.51","2,696.15","2,621.53","2,695.95","2,695.95","5,141,470,000"
2018-12-07,"2,691.26","2,708.54","2,623.14","2,633.08","2,633.08","4,216,690,000"
2018-12-10,"2,630.86","2,647.51","2,583.23","2,637.72","2,637.72","4,151,030,000"
2018-12-11,"2,664.44","2,674.35","2,621.30","2,636.78","2,636.78","3,905,870,000"
2018-12-12,"2,658.23","2,685.44","2,650.26","2,651.07","2,651.07","3,958,890,000"
2018-12-13,"2,658.70","2,670.19","2,637.27","2,650.54","2,650.54","3,927,720,000"
2018-12-14,"2,629.68","2,635.07","2,593.84","2,599.95","2,599.95","4,035,020,000"
2018-12-17,"2,590.75","2,601.13","2,530.54","2,545.94","2,545.94","4,616,350,000"
2018-12-18,"2,559.90","2,573.99","2,528.71","2,546.16","2,546.16","4,470,880,000"
2018-12-19,"2,547.05","2,585.29","2,488.96","2,506.96","2,506.96","5,127,940,000"
2018-12-20,"2,496.77","2,509.63","2,441.18","2,467.42","2,467.42","5,585,780,000"
2018-12-21,"2,465.38","2,504.41","2,408.55","2,416.62","2,416.62","7,609,010,000"
2018-12-24,"2,400.56","2,410.34","2,351.10","2,351.10","2,351.10","2,613,930,000"
2018-12-26,"2,363.12","2,467.76","2,346.58","2,467.70","2,467.70","4,233,990,000"
2018-12-27,"2,442.50","2,489.10","2,397.94","2,488.83","2,488.83","4,096,610,000"
2018-12-28,"2,498.77","2,520.27","2,472.89","2,485.74","2,485.74","3,702,620,000"
2018-12-31,"2,498.94","2,509.24","2,482.82","2,506.85","2,506.85","3,442,870,000"
2019-01-02,"2,476.96","2,519.49","2,467.47","2,510.03","2,510.03","3,733,160,000"
2019-01-03,"2,491.92","2,493.14","2,443.96","2,447.89","2,447.89","3,822,860,000"
2019-01-04,"2,474.33","2,538.07","2,474.33","2,531.94","2,531.94","4,213,410,000"
2019-01-07,"2,535.61","2,566.16","2,524.56","2,549.69","2,549.69","4,104,710,000"
2019-01-08,"2,568.11","2,579.82","2,547.56","2,574.41","2,574.41","4,083,030,000"
2019-01-09,"2,580.00","2,595.32","2,568.89","2,584.96","2,584.96","4,052,480,000"
2019-01-10,"2,573.51","2,597.82","2,562.02","2,596.64","2,596.64","3,704,500,000"
2019-01-11,"2,588.11","2,596.27","2,577.40","2,596.26","2,596.26","3,434,490,000"
2019-01-14,"2,580.31","2,589.32","2,570.41","2,582.61","2,582.61","3,664,450,000"
2019-01-15,"2,585.10","2,613.08","2,585.10","2,610.30","2,610.30","3,572,330,000"
2019-01-16,"2,614.75","2,625.76","2,612.68","2,616.10","2,616.10","3,863,770,000"
2019-01-17,"2,609.28","2,645.06","2,606.36","2,635.96","2,635.96","3,772,270,000"
2019-01-18,"2,651.27","2,675.47","2,647.58","2,670.71","2,670.71","3,986,730,000"
2019-01-22,"2,657.88","2,657.88","2,617.27","2,632.90","2,632.90","3,908,030,000"
2019-01-23,"2,643.48","2,653.19","2,612.86","2,638.70","2,638.70","3,335,610,000"
2019-01-24,"2,638.84","2,647.20","2,627.01","2,642.33","2,642.33","3,433,250,000"
2019-01-25,"2,657.44","2,672.38","2,657.33","2,664.76","2,664.76","3,814,080,000"
2019-01-28,"2,644.97","2,644.97","2,624.06","2,643.85","2,643.85","3,612,810,000"
2019-01-29,"2,644.89","2,650.93","2,631.05","2,640.00","2,640.00","3,504,200,000"
2019-01-30,"2,653.62","2,690.44","2,648.34","2,681.05","2,681.05","3,867,810,000"
2019-01-31,"2,685.49","2,708.95","2,678.65","2,704.10","2,704.10","4,917,650,000"
2019-02-01,"2,702.32","2,716.66","2,696.88","2,706.53","2,706.53","3,759,270,000"
2019-02-04,"2,706.49","2,724.99","2,698.75","2,724.87","2,724.87","3,359,840,000"
2019-02-05,"2,728.34","2,738.98","2,724.03","2,737.70","2,737.70","3,560,430,000"
2019-02-06,"2,735.05","2,738.08","2,724.15","2,731.61","2,731.61","3,472,690,000"
2019-02-07,"2,717.53","2,719.32","2,687.26","2,706.05","2,706.05","4,099,490,000"
2019-02-08,"2,692.36","2,708.07","2,681.83","2,707.88","2,707.88","3,622,330,000"
2019-02-11,"2,712.40","2,718.05","2,703.79","2,709.80","2,709.80","3,361,970,000"
2019-02-12,"2,722.61","2,748.19","2,722.61","2,744.73","2,744.73","3,827,770,000"
2019-02-13,"2,750.30","2,761.85","2,748.63","2,753.03","2,753.03","3,670,770,000"
2019-02-14,"2,743.50","2,757.90","2,731.23","2,745.73","2,745.73","3,836,700,000"
2019-02-15,"2,760.24","2,775.66","2,760.24","2,775.60","2,775.60","3,641,370,000"
2019-02-19,"2,769.28","2,787.33","2,767.29","2,779.76","2,779.76","3,533,710,000"
2019-02-20,"2,779.05","2,789.88","2,774.06","2,784.70","2,784.70","3,835,450,000"
2019-02-21,"2,780.24","2,781.58","2,764.55","2,774.88","2,774.88","3,559,710,000"
2019-02-22,"2,780.67","2,794.20","2,779.11","2,792.67","2,792.67","3,427,810,000"
2019-02-25,"2,804.35","2,813.49","2,794.99","2,796.11","2,796.11","3,804,380,000"
2019-02-26,"2,792.36","2,803.12","2,789.47","2,793.90","2,793.90","3,645,680,000"
2019-02-27,"2,787.50","2,795.76","2,775.13","2,792.38","2,792.38","3,767,130,000"
2019-02-28,"2,788.11","2,793.73","2,782.51","2,784.49","2,784.49","4,396,930,000"
2019-03-01,"2,798.22","2,808.02","2,787.38","2,803.69","2,803.69","3,972,280,000"
2019-03-04,"2,814.37","2,816.88","2,767.66","2,792.81","2,792.81","3,919,810,000"
2019-03-05,"2,794.41","2,796.44","2,782.97","2,789.65","2,789.65","3,585,690,000"
2019-03-06,"2,790.27","2,790.27","2,768.69","2,771.45","2,771.45","3,786,600,000"
2019-03-07,"2,766.53","2,767.25","2,739.09","2,748.93","2,748.93","3,904,860,000"
2019-03-08,"2,730.79","2,744.13","2,722.27","2,743.07","2,743.07","3,423,130,000"
2019-03-11,"2,747.61","2,784.00","2,747.61","2,783.30","2,783.30","3,749,030,000"
2019-03-12,"2,787.34","2,798.32","2,786.73","2,791.52","2,791.52","3,414,230,000"
2019-03-13,"2,799.78","2,821.24","2,799.78","2,810.92","2,810.92","3,766,150,000"
2019-03-14,"2,810.38","2,815.00","2,803.46","2,808.48","2,808.48","3,469,730,000"
2019-03-15,"2,810.79","2,830.73","2,810.79","2,822.48","2,822.48","5,962,730,000"
2019-03-18,"2,822.61","2,835.41","2,821.99","2,832.94","2,832.94","3,552,190,000"
2019-03-19,"2,840.76","2,852.42","2,823.27","2,832.57","2,832.57","3,620,220,000"
2019-03-20,"2,831.34","2,843.54","2,812.43","2,824.23","2,824.23","3,771,200,000"
2019-03-21,"2,819.72","2,860.31","2,817.38","2,854.88","2,854.88","3,546,800,000"
2019-03-22,"2,844.52","2,846.16","2,800.47","2,800.71","2,800.71","4,237,200,000"
2019-03-25,"2,796.01","2,809.79","2,785.02","2,798.36","2,798.36","3,376,580,000"
2019-03-26,"2,812.66","2,829.87","2,803.99","2,818.46","2,818.46","3,266,050,000"
2019-03-27,"2,819.72","2,825.56","2,787.72","2,805.37","2,805.37","3,372,930,000"
2019-03-28,"2,809.40","2,819.71","2,798.77","2,815.44","2,815.44","3,158,170,000"
2019-03-29,"2,828.27","2,836.03","2,819.23","2,834.40","2,834.40","3,740,700,000"
2019-04-01,"2,848.63","2,869.40","2,848.63","2,867.19","2,867.19","3,500,760,000"
2019-04-02,"2,868.24","2,872.90","2,858.75","2,867.24","2,867.24","3,246,900,000"
2019-04-03,"2,876.09","2,885.25","2,865.17","2,873.40","2,873.40","3,550,240,000"
2019-04-04,"2,873.99","2,881.28","2,867.14","2,879.39","2,879.39","3,015,180,000"
2019-04-05,"2,884.16","2,893.24","2,882.99","2,892.74","2,892.74","3,146,820,000"
2019-04-08,"2,888.46","2,895.95","2,880.78","2,895.77","2,895.77","3,054,030,000"
2019-04-09,"2,886.58","2,886.88","2,873.33","2,878.20","2,878.20","3,007,980,000"
2019-04-10,"2,881.37","2,889.71","2,879.13","2,888.21","2,888.21","3,062,380,000"
2019-04-11,"2,891.92","2,893.42","2,881.99","2,888.32","2,888.32","2,938,540,000"
2019-04-12,"2,900.86","2,910.54","2,898.37","2,907.41","2,907.41","3,688,490,000"
2019-04-15,"2,908.32","2,909.60","2,896.48","2,905.58","2,905.58","3,088,330,000"
2019-04-16,"2,912.26","2,916.06","2,900.71","2,907.06","2,907.06","3,402,210,000"
2019-04-17,"2,916.04","2,918.00","2,895.45","2,900.45","2,900.45","3,602,300,000"
2019-04-18,"2,904.81","2,908.40","2,891.90","2,905.03","2,905.03","3,506,850,000"
2019-04-22,"2,898.78","2,909.51","2,896.35","2,907.97","2,907.97","2,997,950,000"
2019-04-23,"2,909.99","2,936.31","2,908.53","2,933.68","2,933.68","3,635,030,000"
2019-04-24,"2,934.00","2,936.83","2,926.05","2,927.25","2,927.25","3,448,960,000"
2019-04-25,"2,928.99","2,933.10","2,912.84","2,926.17","2,926.17","3,425,280,000"
2019-04-26,"2,925.81","2,939.88","2,917.56","2,939.88","2,939.88","3,248,500,000"
2019-04-29,"2,940.58","2,949.52","2,939.35","2,943.03","2,943.03","3,118,780,000"
2019-04-30,"2,937.14","2,948.22","2,924.11","2,945.83","2,945.83","3,919,330,000"
2019-05-01,"2,952.33","2,954.13","2,923.36","2,923.73","2,923.73","3,645,850,000"
2019-05-02,"2,922.16","2,931.68","2,900.50","2,917.52","2,917.52","3,778,890,000"
2019-05-03,"2,929.21","2,947.85","2,929.21","2,945.64","2,945.64","3,338,120,000"
2019-05-06,"2,908.89","2,937.32","2,898.21","2,932.47","2,932.47","3,181,520,000"
2019-05-07,"2,913.03","2,913.03","2,862.60","2,884.05","2,884.05","3,767,100,000"
2019-05-08,"2,879.61","2,897.96","2,873.28","2,879.42","2,879.42","3,485,790,000"
2019-05-09,"2,859.84","2,875.97","2,836.40","2,870.72","2,870.72","3,638,820,000"
2019-05-10,"2,863.10","2,891.31","2,825.39","2,881.40","2,881.40","3,529,600,000"
2019-05-13,"2,840.19","2,840.19","2,801.43","2,811.87","2,811.87","3,894,030,000"
2019-05-14,"2,820.12","2,852.54","2,820.12","2,834.41","2,834.41","3,322,720,000"
2019-05-15,"2,820.38","2,858.68","2,815.08","2,850.96","2,850.96","3,125,950,000"
2019-05-16,"2,855.80","2,892.15","2,855.80","2,876.32","2,876.32","3,338,060,000"
2019-05-17,"2,858.60","2,885.48","2,854.23","2,859.53","2,859.53","3,257,950,000"
2019-05-20,"2,841.94","2,853.86","2,831.29","2,840.23","2,840.23","3,288,870,000"
2019-05-21,"2,854.02","2,868.88","2,854.02","2,864.36","2,864.36","3,218,700,000"
2019-05-22,"2,856.06","2,865.47","2,851.11","2,856.27","2,856.27","3,192,510,000"
2019-05-23,"2,836.70","2,836.70","2,805.49","2,822.24","2,822.24","3,891,980,000"
2019-05-24,"2,832.41","2,841.36","2,820.19","2,826.06","2,826.06","2,887,390,000"
2019-05-28,"2,830.03","2,840.51","2,801.58","2,802.39","2,802.39","4,121,410,000"
2019-05-29,"2,790.25","2,792.03","2,766.06","2,783.02","2,783.02","3,700,050,000"
2019-05-30,"2,786.94","2,799.00","2,776.74","2,788.86","2,788.86","3,273,790,000"
2019-05-31,"2,766.15","2,768.98","2,750.52","2,752.06","2,752.06","3,981,020,000"
2019-06-03,"2,751.53","2,763.07","2,728.81","2,744.45","2,744.45","3,966,700,000"
2019-06-04,"2,762.64","2,804.49","2,762.64","2,803.27","2,803.27","3,810,430,000"
